1613716121.533159, 1
1613716121.582590, 2
1613716121.582601, 3
1613716121.630831, 4
1613716121.630841, 5
1613716121.635499, 6
1613716121.635503, 7
1613716121.635505, 8
1613716121.635507, 9
1613716134.104921, 10
1613716134.104935, 11
1613716134.104938, 1
1613716134.104940, 1
1613716134.104942, 1
1613716134.104946, 1
1613716134.104948, 1
1613716134.104950, 1
1613716134.104952, 1
1613716134.104956, 1
1613716134.105061, 1
1613716134.107568, 1
1613716134.107578, 1
1613716134.107614, 1
1613716134.150841, 1
1613716134.197168, 1
1613716134.249820, 2
1613716134.254737, 3
1613716134.302665, 4
1613716134.302675, 5
1613716134.302676, 6
1613716134.302677, 7
1613716134.355191, 8
1613716134.355198, 9
1613716134.355200, 10
1613716134.360978, 11
1613716134.360984, 12
1613716134.360986, 13
1613716134.360987, 14
1613716134.360988, 15
1613716134.360989, 16
1613716134.360990, 17
1613716134.360991, 18
1613716134.360993, 19
1613716134.360994, 20
1613716134.360995, 21
1613716134.360997, 22
1613716134.360998, 23
1613716134.386155, 24
1613716134.388594, 25
1613716134.388600, 26
1613716134.388602, 27
1613716134.444714, 28
1613716134.444724, 29
1613716134.444726, 30
1613716134.449155, 31
1613716134.449160, 32
1613716134.449162, 33
1613716134.449164, 34
1613716134.449165, 35
1613716134.449166, 36
1613716134.449312, 37
1613716134.452734, 38
1613716134.452737, 39
1613716134.452739, 40
1613716134.452740, 41
1613716134.452741, 42
1613716134.452742, 43
1613716134.453870, 44
1613716134.465471, 45
1613716134.465480, 46
1613716134.465481, 47
1613716134.465482, 48
1613716134.465484, 49
1613716134.465485, 50
1613716134.466265, 51
1613716134.466269, 52
1613716134.466270, 53
1613716134.466271, 54
1613716134.466272, 55
1613716134.467599, 56
1613716134.467602, 57
1613716134.467604, 58
1613716134.477459, 59
1613716134.477464, 60
1613716134.477466, 61
1613716134.477467, 62
1613716134.477468, 63
1613716134.477469, 64
1613716134.477471, 65
1613716134.477472, 66
1613716134.477473, 67
1613716134.477475, 68
1613716134.477476, 69
1613716134.477477, 70
1613716134.477479, 71
1613716134.477480, 72
1613716134.477481, 73
1613716134.477482, 74
1613716134.477484, 75
1613716134.477486, 76
1613716134.477488, 77
1613716134.477489, 78
1613716134.477490, 79
1613716134.477491, 80
1613716134.477492, 81
1613716134.477494, 82
1613716134.477495, 83
1613716134.479758, 84
1613716134.480368, 85
1613716134.480372, 86
1613716134.480373, 87
1613716134.480375, 88
1613716134.540328, 89
