1.1349,281.436875,42.161000,814,296.000000,0
1.14,281.436875,42.161000,814,296.000000,0
1.14511,280.576286,42.161000,813,296.000000,0
1.15022,280.576286,42.161000,813,296.000000,0
1.15533,280.576286,42.161000,804,296.000000,0
1.16048,280.576286,42.161000,804,296.000000,0
1.16564,280.576286,42.161000,801,296.000000,0
1.17077,280.576286,42.161000,800,296.000000,0
1.17592,280.576286,42.161000,798,296.000000,0
1.18107,280.576286,42.161000,798,296.000000,0
1.18623,280.576286,42.161000,797,296.000000,0
1.19138,280.576286,42.161000,791,296.000000,0
1.19653,280.576286,42.161000,790,296.000000,0
1.20165,280.576286,42.161000,788,296.000000,0
1.2068,280.576286,42.161000,783,296.000000,0
1.21195,280.576286,42.161000,782,296.000000,0
1.21708,280.576286,42.161000,780,296.000000,0
1.22221,280.576286,42.161000,776,296.000000,0
1.22737,280.576286,42.161000,775,296.000000,0
1.23252,280.576286,42.161000,773,296.000000,0
1.23763,280.576286,42.161000,769,296.000000,0
1.24273,280.576286,42.161000,767,296.000000,0
1.24782,280.576286,42.161000,766,296.000000,0
1.25291,280.576286,42.161000,763,296.000000,0
1.258,280.576286,42.161000,752,296.000000,0
1.26308,280.576286,42.161000,742,296.000000,0
1.26817,280.576286,42.161000,741,296.000000,0
1.27325,280.576286,42.161000,736,296.000000,0
1.27834,280.576286,42.161000,727,296.000000,0
1.28342,280.576286,42.161000,723,296.000000,0
1.28851,280.576286,42.161000,709,296.000000,0
1.29359,280.576286,42.161000,699,296.000000,0
1.29868,280.576286,42.161000,693,296.000000,0
1.30377,280.576286,42.161000,682,296.000000,0
1.30886,280.576286,42.161000,675,296.000000,0
1.31394,280.576286,42.161000,667,296.000000,0
1.31903,280.576286,42.161000,657,296.000000,0
1.32417,280.576286,42.161000,649,296.000000,0
1.32928,280.576286,42.161000,646,296.000000,0
1.33439,280.576286,42.161000,635,296.000000,0
1.33951,280.576286,42.161000,629,296.000000,0
1.34467,280.576286,42.161000,623,296.000000,0
1.34983,280.576286,42.161000,606,296.000000,0
1.35498,280.576286,42.161000,600,296.000000,0
1.36009,280.576286,42.161000,589,296.000000,0
1.3652,280.576286,42.161000,581,296.000000,0
1.37031,280.576286,42.161000,580,296.000000,0
1.37542,280.576286,42.161000,568,296.000000,0
1.38052,280.576286,42.161000,553,296.000000,0
1.38563,280.576286,42.161000,544,296.000000,0
1.39074,280.576286,42.161000,542,296.000000,0
1.39583,280.576286,42.161000,542,296.000000,0
1.40094,280.576286,42.161000,542,296.000000,0
1.40604,280.576286,42.161000,535,296.000000,0
1.41114,280.576286,42.161000,535,296.000000,0
1.41624,280.576286,42.161000,535,296.000000,0
1.42135,280.576286,42.161000,534,296.000000,0
1.42646,280.576286,42.161000,533,296.000000,0
1.43156,280.576286,42.161000,531,296.000000,0
1.43666,280.576286,42.161000,522,296.000000,0
1.44177,280.576286,42.161000,517,296.000000,0
1.44687,280.576286,42.161000,507,296.000000,0
1.45198,280.576286,42.161000,503,296.000000,0
1.45708,280.576286,42.161000,498,296.000000,0
1.46219,280.576286,42.161000,490,296.000000,0
1.4673,280.576286,42.161000,488,296.000000,0
1.4724,280.576286,42.161000,471,296.000000,0
1.4775,280.576286,42.161000,467,296.000000,0
1.48261,280.576286,42.161000,464,296.000000,0
1.48771,280.576286,42.161000,454,296.000000,0
1.49281,280.576286,42.161000,452,296.000000,0
1.49791,280.576286,42.161000,447,296.000000,0
1.50303,280.576286,42.161000,440,296.000000,0
1.50813,280.576286,42.161000,438,296.000000,0
1.51324,280.576286,42.161000,438,296.000000,0
1.51834,280.576286,42.161000,435,296.000000,0
1.52344,280.576286,42.161000,434,296.000000,0
1.52855,280.576286,42.161000,434,296.000000,0
1.53365,280.576286,42.161000,434,296.000000,0
1.53875,280.576286,42.161000,434,296.000000,0
1.54385,280.576286,42.161000,434,296.000000,0
1.54896,280.576286,42.161000,434,296.000000,0
